video_name,collector_name,material,full_path,duration,download_link
0_2023-08-21 13_34_35.0230_Cellar+door.MOV,jiawei_testbed,cellar_door,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_34_35.0230_Cellar+door.MOV,24.39,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_34_35.0230_Cellar+door.mp4
0_2023-08-21 13_24_39.2810_Manhole.MOV,jiawei_testbed,manhole,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_24_39.2810_Manhole.MOV,8.0,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_24_39.2810_Manhole.mp4
0_2023-08-21 13_25_22.9420_Manhole.MOV,jiawei_testbed,manhole,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_25_22.9420_Manhole.MOV,4.8,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_25_22.9420_Manhole.mp4
0_2023-08-21 13_22_02.8480_Manhole.MOV,jiawei_testbed,manhole,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_22_02.8480_Manhole.MOV,7.23,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_22_02.8480_Manhole.mp4
0_2023-08-21 13_39_15.0810_Tactile.MOV,jiawei_testbed,tactile,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_39_15.0810_Tactile.MOV,7.06,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_39_15.0810_Tactile.mp4
0_2023-08-21 13_38_40.7050_Tactile.MOV,jiawei_testbed,tactile,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_38_40.7050_Tactile.MOV,7.6,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_38_40.7050_Tactile.mp4
0_2023-08-21 13_35_09.8860_Cellar+door.MOV,jiawei_testbed,cellar_door,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_35_09.8860_Cellar+door.MOV,5.9,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_35_09.8860_Cellar+door.mp4
0_2023-08-21 13_50_18.0410_Subway+grate.MOV,jiawei_testbed,subway_grate,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_50_18.0410_Subway+grate.MOV,24.33,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_50_18.0410_Subway+grate.mp4
1_2023-08-21 13_27_53.9730_Subway+grate.MOV,jiawei_testbed,subway_grate,10_3_2023_all_data/testbed/user_data/jiawei_testbed/1_2023-08-21 13_27_53.9730_Subway+grate.MOV,59.79,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/1_2023-08-21 13_27_53.9730_Subway+grate.mp4
0_2023-08-21 13_22_30.7880_Manhole.MOV,jiawei_testbed,manhole,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_22_30.7880_Manhole.MOV,7.87,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_22_30.7880_Manhole.mp4
0_2023-08-21 13_20_07.3370_Cellar+door.MOV,jiawei_testbed,cellar_door,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_20_07.3370_Cellar+door.MOV,10.17,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_20_07.3370_Cellar+door.mp4
0_2023-08-21 13_27_53.9730_Subway+grate.MOV,jiawei_testbed,subway_grate,10_3_2023_all_data/testbed/user_data/jiawei_testbed/0_2023-08-21 13_27_53.9730_Subway+grate.MOV,59.52,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/0_2023-08-21 13_27_53.9730_Subway+grate.mp4
2022-10-21_16-09-18-7210_Brick.MOV,Isaak 1.1,brick,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_16-09-18-7210_Brick.MOV,11.6,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_16-09-18-7210_Brick.mp4
2022-10-21_15-53-09-8490_Tactile.MOV,Isaak 1.1,tactile,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-53-09-8490_Tactile.MOV,14.53,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-53-09-8490_Tactile.mp4
2022-10-21_15-54-10-3870_Concrete.MOV,Isaak 1.1,concrete,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-54-10-3870_Concrete.MOV,13.69,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-54-10-3870_Concrete.mp4
2022-10-21_15-38-03-6330_Brick.MOV,Isaak 1.1,brick,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-38-03-6330_Brick.MOV,12.76,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-38-03-6330_Brick.mp4
2022-10-21_15-46-36-1430_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-46-36-1430_Asphalt.MOV,10.53,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-46-36-1430_Asphalt.mp4
2022-10-21_15-36-32-3760_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-36-32-3760_Asphalt.MOV,14.03,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-36-32-3760_Asphalt.mp4
2022-10-21_15-40-47-4100_Grass.MOV,Isaak 1.1,grass,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-40-47-4100_Grass.MOV,10.92,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-40-47-4100_Grass.mp4
2022-10-21_15-33-15-7690_Manhole.MOV,Isaak 1.1,manhole,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-33-15-7690_Manhole.MOV,12.33,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-33-15-7690_Manhole.mp4
2022-10-21_15-44-00-7640_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-44-00-7640_Asphalt.MOV,12.03,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-44-00-7640_Asphalt.mp4
2022-10-21_15-49-53-2550_Concrete.MOV,Isaak 1.1,concrete,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-49-53-2550_Concrete.MOV,10.5,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-49-53-2550_Concrete.mp4
2022-10-21_15-52-45-9360_Subway+grate.MOV,Isaak 1.1,subway_grate,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-52-45-9360_Subway+grate.MOV,13.3,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-52-45-9360_Subway+grate.mp4
2022-10-21_15-37-35-6170_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-37-35-6170_Asphalt.MOV,12.7,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-37-35-6170_Asphalt.mp4
2022-10-21_15-32-47-7480_Manhole.MOV,Isaak 1.1,manhole,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-32-47-7480_Manhole.MOV,13.7,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-32-47-7480_Manhole.mp4
2022-10-21_15-46-00-2950_Concrete.MOV,Isaak 1.1,concrete,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-46-00-2950_Concrete.MOV,15.53,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-46-00-2950_Concrete.mp4
2022-10-21_16-06-04-1570_Concrete.MOV,Isaak 1.1,concrete,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_16-06-04-1570_Concrete.MOV,11.43,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_16-06-04-1570_Concrete.mp4
2022-10-21_15-35-32-4950_Dirt.MOV,Isaak 1.1,dirt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-35-32-4950_Dirt.MOV,8.37,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-35-32-4950_Dirt.mp4
2022-10-21_15-49-16-4120_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-49-16-4120_Asphalt.MOV,10.63,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-49-16-4120_Asphalt.mp4
2022-10-21_15-35-21-4460_Dirt.MOV,Isaak 1.1,dirt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-35-21-4460_Dirt.MOV,0.7,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-35-21-4460_Dirt.mp4
2022-10-21_15-48-20-7860_Subway+grate.MOV,Isaak 1.1,subway_grate,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-48-20-7860_Subway+grate.MOV,10.56,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-48-20-7860_Subway+grate.mp4
2022-10-21_15-47-02-9770_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-47-02-9770_Asphalt.MOV,10.9,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-47-02-9770_Asphalt.mp4
2022-10-21_15-38-42-4350_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-38-42-4350_Asphalt.MOV,10.88,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-38-42-4350_Asphalt.mp4
2022-10-21_15-34-13-7240_Manhole.MOV,Isaak 1.1,manhole,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-34-13-7240_Manhole.MOV,11.33,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-34-13-7240_Manhole.mp4
2022-10-21_15-39-37-1200_Concrete.MOV,Isaak 1.1,concrete,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-39-37-1200_Concrete.MOV,15.66,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-39-37-1200_Concrete.mp4
2022-10-21_16-06-28-5070_Brick.MOV,Isaak 1.1,brick,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_16-06-28-5070_Brick.MOV,11.63,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_16-06-28-5070_Brick.mp4
2022-10-21_15-33-41-0550_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-33-41-0550_Asphalt.MOV,11.06,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-33-41-0550_Asphalt.mp4
2022-10-21_15-50-15-0540_Subway+grate.MOV,Isaak 1.1,subway_grate,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-50-15-0540_Subway+grate.MOV,10.6,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-50-15-0540_Subway+grate.mp4
2022-10-21_15-46-28-4150_Asphalt.MOV,Isaak 1.1,asphalt,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-46-28-4150_Asphalt.MOV,0.53,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-46-28-4150_Asphalt.mp4
2022-10-21_15-39-03-5330_Brick.MOV,Isaak 1.1,brick,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-39-03-5330_Brick.MOV,12.13,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-39-03-5330_Brick.mp4
2022-10-21_15-42-21-0490_Concrete.MOV,Isaak 1.1,concrete,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-42-21-0490_Concrete.MOV,10.87,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-42-21-0490_Concrete.mp4
2022-10-21_15-48-00-1010_Brick.MOV,Isaak 1.1,brick,10_3_2023_all_data/data/user_data/Isaak 1.1/2022-10-21_15-48-00-1010_Brick.MOV,10.46,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-21_15-48-00-1010_Brick.mp4
2022-11-14_19-12-08-4500_Subway+grate.MOV,Dilshod & Favia,subway_grate,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-12-08-4500_Subway+grate.MOV,30.3,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-12-08-4500_Subway+grate.mp4
2022-11-14_17-08-13-8530_Manhole.MOV,Dilshod & Favia,manhole,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_17-08-13-8530_Manhole.MOV,30.67,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_17-08-13-8530_Manhole.mp4
2022-11-14_19-08-24-4410_Tactile.MOV,Dilshod & Favia,tactile,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-08-24-4410_Tactile.MOV,30.34,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-08-24-4410_Tactile.mp4
2022-11-14_19-16-12-6150_Manhole.MOV,Dilshod & Favia,manhole,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-16-12-6150_Manhole.MOV,30.96,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-16-12-6150_Manhole.mp4
2022-11-14_19-17-34-9630_Tactile.MOV,Dilshod & Favia,tactile,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-17-34-9630_Tactile.MOV,30.63,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-17-34-9630_Tactile.mp4
2022-11-14_19-21-20-0420_Tactile.MOV,Dilshod & Favia,tactile,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-21-20-0420_Tactile.MOV,30.8,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-21-20-0420_Tactile.mp4
2022-11-14_19-18-52-8630_Subway+grate.MOV,Dilshod & Favia,subway_grate,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-18-52-8630_Subway+grate.MOV,30.88,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-18-52-8630_Subway+grate.mp4
2022-11-14_19-27-35-2070_Concrete.MOV,Dilshod & Favia,concrete,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-27-35-2070_Concrete.MOV,31.5,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-27-35-2070_Concrete.mp4
2022-11-14_17-07-09-9860_Metal.MOV,Dilshod & Favia,metal,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_17-07-09-9860_Metal.MOV,29.42,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_17-07-09-9860_Metal.mp4
2022-11-14_19-24-07-8930_Tactile.MOV,Dilshod & Favia,tactile,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-24-07-8930_Tactile.MOV,30.88,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-24-07-8930_Tactile.mp4
2022-11-14_19-05-30-5090_Metal.MOV,Dilshod & Favia,metal,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-05-30-5090_Metal.MOV,30.17,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-05-30-5090_Metal.mp4
2022-11-14_19-13-18-3090_Manhole.MOV,Dilshod & Favia,manhole,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_19-13-18-3090_Manhole.MOV,28.79,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_19-13-18-3090_Manhole.mp4
2022-11-14_16-54-12-5940_Subway+grate.MOV,Dilshod & Favia,subway_grate,10_3_2023_all_data/data/user_data/Dilshod & Favia/2022-11-14_16-54-12-5940_Subway+grate.MOV,31.5,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-11-14_16-54-12-5940_Subway+grate.mp4
2022-10-18_15-17-28-0760_Brick.MOV,Isaak,brick,10_3_2023_all_data/data/user_data/Isaak/2022-10-18_15-17-28-0760_Brick.MOV,30.43,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-18_15-17-28-0760_Brick.mp4
2022-10-19_16-58-14-2550_Concrete.MOV,Isaak,concrete,10_3_2023_all_data/data/user_data/Isaak/2022-10-19_16-58-14-2550_Concrete.MOV,31.23,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-19_16-58-14-2550_Concrete.mp4
2022-10-17_10-07-50-0700_Concrete.MOV,Isaak,concrete,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-07-50-0700_Concrete.MOV,31.29,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-07-50-0700_Concrete.mp4
2022-10-17_10-46-20-1380_Concrete.MOV,Isaak,concrete,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-46-20-1380_Concrete.MOV,34.13,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-46-20-1380_Concrete.mp4
2022-10-17_10-09-01-9410_Subway+grate.MOV,Isaak,subway_grate,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-09-01-9410_Subway+grate.MOV,28.06,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-09-01-9410_Subway+grate.mp4
2022-10-17_10-24-12-7120_Granite.MOV,Isaak,granite,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-24-12-7120_Granite.MOV,32.66,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-24-12-7120_Granite.mp4
2022-10-17_10-53-33-2620_Manhole.MOV,Isaak,manhole,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-53-33-2620_Manhole.MOV,31.09,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-53-33-2620_Manhole.mp4
2022-10-17_10-12-21-1690_Subway+grate.MOV,Isaak,subway_grate,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-12-21-1690_Subway+grate.MOV,32.43,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-12-21-1690_Subway+grate.mp4
2022-10-17_10-23-14-1220_Brick.MOV,Isaak,brick,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-23-14-1220_Brick.MOV,34.59,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-23-14-1220_Brick.mp4
2022-10-17_10-54-19-7650_Grass.MOV,Isaak,grass,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-54-19-7650_Grass.MOV,32.09,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-54-19-7650_Grass.mp4
2022-10-17_10-20-12-1320_Brick.MOV,Isaak,brick,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-20-12-1320_Brick.MOV,32.46,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-20-12-1320_Brick.mp4
2022-10-18_15-17-18-3960_Brick.MOV,Isaak,brick,10_3_2023_all_data/data/user_data/Isaak/2022-10-18_15-17-18-3960_Brick.MOV,2.33,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-18_15-17-18-3960_Brick.mp4
2022-10-17_10-31-05-9010_Concrete.MOV,Isaak,concrete,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-31-05-9010_Concrete.MOV,32.09,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-31-05-9010_Concrete.mp4
2022-10-18_15-12-03-7090_Subway+grate.MOV,Isaak,subway_grate,10_3_2023_all_data/data/user_data/Isaak/2022-10-18_15-12-03-7090_Subway+grate.MOV,38.52,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-18_15-12-03-7090_Subway+grate.mp4
2022-10-17_10-48-50-1660_Asphalt.MOV,Isaak,asphalt,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-48-50-1660_Asphalt.MOV,33.83,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-48-50-1660_Asphalt.mp4
2022-10-17_10-14-11-2960_Subway+grate.MOV,Isaak,subway_grate,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-14-11-2960_Subway+grate.MOV,30.83,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-14-11-2960_Subway+grate.mp4
2022-10-17_10-52-10-0130_Manhole.MOV,Isaak,manhole,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-52-10-0130_Manhole.MOV,31.16,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-52-10-0130_Manhole.mp4
2022-10-17_10-51-04-6070_Manhole.MOV,Isaak,manhole,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-51-04-6070_Manhole.MOV,30.63,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-51-04-6070_Manhole.mp4
2022-10-17_10-13-14-8100_Subway+grate.MOV,Isaak,subway_grate,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-13-14-8100_Subway+grate.MOV,35.59,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-13-14-8100_Subway+grate.mp4
2022-10-17_10-25-46-7620_Concrete.MOV,Isaak,concrete,10_3_2023_all_data/data/user_data/Isaak/2022-10-17_10-25-46-7620_Concrete.MOV,31.93,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-17_10-25-46-7620_Concrete.mp4
2022-10-18_15-04-49-8840_Asphalt.MOV,Isaak,asphalt,10_3_2023_all_data/data/user_data/Isaak/2022-10-18_15-04-49-8840_Asphalt.MOV,31.79,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-18_15-04-49-8840_Asphalt.mp4
2022-10-18_15-04-09-8450_Manhole.MOV,Isaak,manhole,10_3_2023_all_data/data/user_data/Isaak/2022-10-18_15-04-09-8450_Manhole.MOV,32.13,https://storage.googleapis.com/labelbox-sidewalk-legacy-data-static/2022-10-18_15-04-09-8450_Manhole.mp4
